participant_id,first_name,last_name,birth_date,address,phone_number,country,institute,occupation,register_time,birth_year,postal_code,city,github_profile,cleaned_phone_number,team_name,email,register_at
540a4551-222c-4508-be21-919bc920f667,Caraka,Damanik,1991-07-28,"Jalan Sukabumi No. 26
Batu, SG 15858",0853316705,Argentina,STMIK AMIKOM Yogyakarta,Mobile Engineer,1617633972.0,1991,15858,Batu,https://github.com/carakadamanik,0853316705,CD-Argentina-SAY,carakadamanik@say.com,2021-04-05 14:46:12
37f4aed3-5e39-4620-ac1e-6b82f3ea1a8e,Anastasia,Oktaviani,1996-08-21,"Jl. Kendalsari No. 21
Bau-Bau, Gorontalo 02942",+62 (44) 781 5744,Brunei,UD Prasetya Saragih,DevOps Engineer,1617634024.0,1996,02942,Bau-Bau,https://github.com/anastasiaoktaviani,+62 (44) 781 5744,AO-Brunei-UPS,anastasiaoktaviani@ups.com,2021-04-05 14:47:04
1abb5ace-e2f8-4ac3-90d5-cdd70838ca50,Kusuma,Pradipta,1991-01-04,"Gang Jamika No. 43
Sorong, Sulawesi Barat 06933",+62 (84) 231-8406,Norwegia,PD Sirait Prakasa,Quality Assurance Engineer,1617633944.0,1991,06933,Sorong,https://github.com/kusumapradipta,+62 (84) 231-8406,KP-Norwegia-PSP,kusumapradipta@psp.com,2021-04-05 14:45:44
80c5fc2b-c315-42d0-9a6f-101314baff32,Rina,Pudjiastuti,2001-12-04,"Gang W.R. Supratman No. 78
Sorong, Sulawesi Tengah 54632",+62-060-374-6863,Islandia,Universitas Komputer Indonesia,Flutter Engineer,1617634040.0,2001,54632,Sorong,https://github.com/rinapudjiastuti,+62-060-374-6863,RP-Islandia-UKI,rinapudjiastuti@uki.ac.isl,2021-04-05 14:47:20
83d9dbf8-f13d-4171-989a-8995ec10468e,Cengkal,Habibi,1991-08-12,"Gg. Stasiun Wonokromo No. 80
Balikpapan, ST 07552",+62 (0748) 975-6355,Ghana,Universitas Proklamasi 45,Quality Assurance Engineer,1617633955.0,1991,07552,Balikpapan,https://github.com/cengkalhabibi,+62 (0748) 975-6355,CH-Ghana-UP4,cengkalhabibi@up4.ac.gha,2021-04-05 14:45:55
f8d019ac-5beb-4855-be29-ecc5c39d4d7f,Wulan,Melani,2000-08-22,"Jl. Suniaraja No. 8
Kotamobagu, ST 86033",+62-535-749-3999,Rumania,PT Waluyo (Persero) Tbk,Data Analyst,1617633948.0,2000,86033,Kotamobagu,https://github.com/wulanmelani,+62-535-749-3999,WM-Rumania-PW(T,wulanmelani@pw(t.com,2021-04-05 14:45:48
f26e2057-3968-423f-a948-575e577f8c0d,Daryani,Prayoga,2000-04-24,"Gang Cihampelas No. 727
Cirebon, SU 28439",+62 (071) 659-1003,Malawi,CV Saputra Tbk,Quality Assurance Engineer,1617633969.0,2000,28439,Cirebon,https://github.com/daryaniprayoga,+62 (071) 659-1003,DP-Malawi-CST,daryaniprayoga@cst.com,2021-04-05 14:46:09
c96ad235-14db-41ec-ad57-11e8898df1da,Jamalia,Namaga,1995-01-22,"Jl. Dr. Djunjunan No. 457
Cilegon, RI 38972",+62 (0950) 721 1608,Haiti,Universitas 17 Agustus 1945 Semarang,Frontend Engineer,1617633972.0,1995,38972,Cilegon,https://github.com/jamalianamaga,+62 (0950) 721 1608,JN-Haiti-U1A1S,jamalianamaga@u1a1s.ac.hai,2021-04-05 14:46:12
0effee30-7b9a-42b4-bc99-0bd9b10324b2,Bahuraksa,Wibisono,2001-04-06,"Jalan Kebonjati No. 057
Batu, Aceh 04577",(0936) 648 4361,Kosta Rika,Universitas Indonesia,Frontend Engineer,1617634008.0,2001,04577,Batu,https://github.com/bahuraksawibisono,(0936) 648 4361,BW-Kosta Rika-UI,bahuraksawibisono@ui.ac.kr,2021-04-05 14:46:48
946d62f5-e7c0-45b2-a1c5-8253f42ca4b1,Rini,Rahmawati,2002-11-21,"Jl. Monginsidi No. 9
Cimahi, LA 67061",+62 (297) 924 9610,Pantai Gading,CV Rahayu,Quality Assurance Engineer,1617633978.0,2002,67061,Cimahi,https://github.com/rinirahmawati,+62 (297) 924 9610,RR-Pantai Gading-CR,rinirahmawati@cr.com,2021-04-05 14:46:18
4520ed4a-c236-40f2-952b-44cfdeaf6ec2,Hasan,Winarno,1997-11-23,"Gang Rumah Sakit No. 98
Palembang, JB 01635",+62 (918) 452 3564,Luksemburg,CV Sudiati Maryati,Product Manager,1617634012.0,1997,01635,Palembang,https://github.com/hasanwinarno,+62 (918) 452 3564,HW-Luksemburg-CSM,hasanwinarno@csm.com,2021-04-05 14:46:52
87d7f970-d6ee-4e07-bc6b-dddb0fef2e09,Padma,Yulianti,1997-08-01,"Gg. H.J Maemunah No. 063
Solok, SS 84962",+62 (26) 633-0605,Gabon,UD Latupono (Persero) Tbk,Flutter Engineer,1617633993.0,1997,84962,Solok,https://github.com/padmayulianti,+62 (26) 633-0605,PY-Gabon-UL(T,padmayulianti@ul(t.com,2021-04-05 14:46:33
179486b4-bd76-4f48-a82d-11815cec6bf3,Galih,Mahendra,1995-05-20,"Gg. Ciumbuleuit No. 230
Bandung, KI 24402",+62 (093) 971-6807,Amerika Serikat,PT Pradipta Pradana,Business Intelligence Engineer,1617633941.0,1995,24402,Bandung,https://github.com/galihmahendra,+62 (093) 971-6807,GM-Amerika Serikat-PPP,galihmahendra@ppp.com,2021-04-05 14:45:41
f24b2b33-a38a-41dd-baa5-1cef43d3edf4,Ghaliyati,Rahmawati,2000-02-06,"Jalan Medokan Ayu No. 802
Malang, PA 32532",+62 (38) 658-6151,Guinea Khatulistiwa,Universitas Lancang Kuning,Business Analyst,1617634002.0,2000,32532,Malang,https://github.com/ghaliyatirahmawati,+62 (38) 658-6151,GR-Guinea Khatulistiwa-ULK,ghaliyatirahmawati@ulk.ac.gk,2021-04-05 14:46:42
4cc67bea-bc27-454b-9984-f9cafcaefa5c,Dasa,Setiawan,2001-05-30,"Jl. Dipenogoro No. 7
Langsa, DKI Jakarta 16268",+62 (39) 750-8614,Senegal,Perum Nasyidah,Fullstack Engineer,1617633989.0,2001,16268,Langsa,https://github.com/dasasetiawan,+62 (39) 750-8614,DS-Senegal-PN,dasasetiawan@pn.com,2021-04-05 14:46:29
ee6893d5-2df5-4d23-8297-c55b199c369b,Ika,Mulyani,1998-01-04,"Jl. R.E Martadinata No. 86
Batam, NB 13230",+62-085-285-2414,Kepulauan Marshall,PD Pangestu (Persero) Tbk,Data Analyst,1617634007.0,1998,13230,Batam,https://github.com/ikamulyani,+62-085-285-2414,IM-Kepulauan Marshall-PP(T,ikamulyani@pp(t.com,2021-04-05 14:46:47
b4e3376e-31dd-4266-9d55-61ed8902b430,Galur,Gunarto,1993-12-12,"Jl. Pasteur No. 338
Sorong, Nusa Tenggara Timur 33547",+62-0891-444-4404,Sri Lanka,PT Pradipta Sihombing Tbk,Flutter Engineer,1617633935.0,1993,33547,Sorong,https://github.com/galurgunarto,+62-0891-444-4404,GG-Sri Lanka-PPST,galurgunarto@ppst.com,2021-04-05 14:45:35
e0255ddf-c4c9-4d59-9f14-a856b8c01941,Salwa,Wastuti,1999-09-22,"Jl. Laswi No. 228
Pekanbaru, Lampung 71722",0868129145,Senegal,STIE Perbanas,Product Manager,1617633951.0,1999,71722,Pekanbaru,https://github.com/salwawastuti,0868129145,SW-Senegal-SP,salwawastuti@sp.com,2021-04-05 14:45:51
184925b8-11d0-4658-9222-e73df34af2fc,Vino,Hutasoit,1994-08-24,"Jl. Jakarta No. 88
Bontang, Bengkulu 31407",+62 (0845) 374 2379,Israel,Perum Oktaviani Hutagalung (Persero) Tbk,Fullstack Engineer,1617634006.0,1994,31407,Bontang,https://github.com/vinohutasoit,+62 (0845) 374 2379,VH-Israel-POH(T,vinohutasoit@poh(t.com,2021-04-05 14:46:46
dc2dec34-66df-4814-837c-5bbe343df832,Dalima,Purnawati,1993-01-12,"Jl. Jamika No. 011
Pangkalpinang, JT 40539",+62-586-617-9745,Azerbaijan,Universitas Bhayangkara Jakarta Raya,Fullstack Engineer,1617633966.0,1993,40539,Pangkalpinang,https://github.com/dalimapurnawati,+62-586-617-9745,DP-Azerbaijan-UBJR,dalimapurnawati@ubjr.ac.aze,2021-04-05 14:46:06
02d2618e-8730-4d58-8d46-d9c7a4b2bdc2,Harsaya,Dongoran,1994-08-25,"Gang Rungkut Industri No. 4
Tasikmalaya, Jambi 75208",+62-002-067-3480,Tonga,Universitas Slamet Riyadi Surakarta,Flutter Engineer,1617633953.0,1994,75208,Tasikmalaya,https://github.com/harsayadongoran,+62-002-067-3480,HD-Tonga-USRS,harsayadongoran@usrs.ac.ton,2021-04-05 14:45:53
db67a694-c4cb-43c1-a581-ba303b1f7d0d,Lidya,Handayani,1995-06-24,"Gg. Lembong No. 0
Pekalongan, Sulawesi Tenggara 22926",+62 (27) 225-6422,Yordania,Universitas Telkom,Fullstack Engineer,1617634048.0,1995,22926,Pekalongan,https://github.com/lidyahandayani,+62 (27) 225-6422,LH-Yordania-UT,lidyahandayani@ut.ac.yor,2021-04-05 14:47:28
59eac0ca-3757-4fff-9941-2f66846cf1e1,Estiono,Firmansyah,2003-01-07,"Jalan Jend. Sudirman No. 470
Bontang, Jawa Timur 50141",(019) 546-9284,Azerbaijan,UD Tamba Sitompul,Data Scientist,1617634009.0,2003,50141,Bontang,https://github.com/estionofirmansyah,(019) 546-9284,EF-Azerbaijan-UTS,estionofirmansyah@uts.com,2021-04-05 14:46:49
5961bfa3-af78-404f-b156-c3b7a54e53d3,Novi,Melani,1990-08-13,"Gang Jakarta No. 79
Bandung, SS 75088",(0439) 279 9624,Kepulauan Marshall,Universitas HKBP Nommensen,Fullstack Engineer,1617633934.0,1990,75088,Bandung,https://github.com/novimelani,(0439) 279 9624,NM-Kepulauan Marshall-UHN,novimelani@uhn.ac.km,2021-04-05 14:45:34
d5d019ae-48dd-40c8-bc17-febff8587897,Taufik,Mustofa,1994-11-19,"Jl. Kutai No. 6
Solok, RI 35183",081 487 2850,Kuwait,Universitas Islam Syekh-Yusuf,Data Analyst,1617633985.0,1994,35183,Solok,https://github.com/taufikmustofa,081 487 2850,TM-Kuwait-UIS,taufikmustofa@uis.ac.kuw,2021-04-05 14:46:25
c3f8ed98-c8e4-4fb1-a94f-376c80d2ec8f,Ulva,Laksita,1999-08-21,"Jalan Medokan Ayu No. 26
Kota Administrasi Jakarta Barat, NB 35427",+62 (0271) 719 9979,Brasil,Politeknik Negeri Bandung,DevOps Engineer,1617634012.0,1999,35427,Kota Administrasi Jakarta Barat,https://github.com/ulvalaksita,+62 (0271) 719 9979,UL-Brasil-PNB,ulvalaksita@pnb.com,2021-04-05 14:46:52
3f4b2514-bdf2-42ae-8881-b08db2778f46,Irsad,Hakim,1999-10-11,"Gg. Ir. H. Djuanda No. 13
Dumai, RI 72789",(0506) 165 5220,Gabon,Universitas Mulawarman,Business Analyst,1617634014.0,1999,72789,Dumai,https://github.com/irsadhakim,(0506) 165 5220,IH-Gabon-UM,irsadhakim@um.ac.gab,2021-04-05 14:46:54
c716e63c-e8c0-49c0-acad-1b6b7868cc59,Yessi,Pratiwi,1992-03-04,"Gang Setiabudhi No. 01
Pagaralam, Kepulauan Bangka Belitung 93249",(094) 398 7622,Republik Dominika,Politeknik Negeri Lhokseumawe,Data Analyst,1617633939.0,1992,93249,Pagaralam,https://github.com/yessipratiwi,(094) 398 7622,YP-Republik Dominika-PNL,yessipratiwi@pnl.com,2021-04-05 14:45:39
77930806-d43d-4185-8615-b14c350261b8,Luthfi,Waluyo,1996-03-07,"Jalan Dipatiukur No. 863
Kupang, Jawa Timur 69261",(078) 382-5300,Venezuela,Universitas Komputer Indonesia,Fullstack Engineer,1617633963.0,1996,69261,Kupang,https://github.com/luthfiwaluyo,(078) 382-5300,LW-Venezuela-UKI,luthfiwaluyo@uki.ac.ven,2021-04-05 14:46:03
0bdbfe58-4916-4ea4-99ee-7f109f68a74d,Ida,Uyainah,1994-06-12,"Jl. W.R. Supratman No. 445
Banjarmasin, SG 11699",+62-080-429-8078,Haiti,CV Simanjuntak,Business Intelligence Engineer,1617633979.0,1994,11699,Banjarmasin,https://github.com/idauyainah,+62-080-429-8078,IU-Haiti-CS,idauyainah@cs.com,2021-04-05 14:46:19
fb6b0fb6-d8f6-4545-84d0-0e898618210d,Yahya,Permadi,1997-06-05,"Gg. PHH. Mustofa No. 34
Ambon, Sumatera Utara 59812",+62 (73) 771 5573,Bosnia dan Herzegovina,Perum Padmasari Suryono (Persero) Tbk,Business Intelligence Engineer,1617634026.0,1997,59812,Ambon,https://github.com/yahyapermadi,+62 (73) 771 5573,YP-Bosnia dan Herzegovina-PPS(T,yahyapermadi@pps(t.com,2021-04-05 14:47:06
27cdf719-8d1f-49a3-86a6-9284474266da,Nilam,Anggraini,1993-01-01,"Jl. Pelajar Pejuang No. 9
Depok, JA 64178",087 823 0844,Saint Lucia,Universitas Paramadina Mulya,Data Scientist,1617634035.0,1993,64178,Depok,https://github.com/nilamanggraini,087 823 0844,NA-Saint Lucia-UPM,nilamanggraini@upm.ac.sl,2021-04-05 14:47:15
2ec047fd-42ef-45d4-b749-14656a5623b1,Kemal,Saragih,2002-08-30,"Jalan Pelajar Pejuang No. 57
Solok, Papua Barat 18968",+62-025-794-5167,Republik Rakyat Tiongkok,Universitas Komputer Indonesia,Mobile Engineer,1617634030.0,2002,18968,Solok,https://github.com/kemalsaragih,+62-025-794-5167,KS-Republik Rakyat Tiongkok-UKI,kemalsaragih@uki.ac.rrt,2021-04-05 14:47:10
b79c3e04-6eab-4702-8f5d-9e87f49e461c,Eli,Usamah,1993-02-01,"Jalan Cikapayang No. 5
Banjarmasin, LA 85663",+62 (0990) 531-2462,Filipina,Perum Santoso Tbk,Business Analyst,1617634027.0,1993,85663,Banjarmasin,https://github.com/eliusamah,+62 (0990) 531-2462,EU-Filipina-PST,eliusamah@pst.com,2021-04-05 14:47:07
cedcf3de-1f30-49bb-ae2a-4731026786c2,Edi,Hakim,1997-06-11,"Gg. Jamika No. 9
Kediri, Riau 12988",+62 (0062) 432-5711,Zimbabwe,Perum Hariyah Kuswoyo Tbk,Product Analyst,1617634004.0,1997,12988,Kediri,https://github.com/edihakim,+62 (0062) 432-5711,EH-Zimbabwe-PHKT,edihakim@phkt.com,2021-04-05 14:46:44
47bcbc9f-c823-4399-a36c-d81fdf7b4537,Belinda,Hastuti,2000-07-05,"Jalan Stasiun Wonokromo No. 487
Probolinggo, Sulawesi Tenggara 54800",(047) 807-4147,Maroko,Universitas Ngurah Rai,Business Intelligence Engineer,1617633994.0,2000,54800,Probolinggo,https://github.com/belindahastuti,(047) 807-4147,BH-Maroko-UNR,belindahastuti@unr.ac.mar,2021-04-05 14:46:34
f4543f87-e235-4dd1-83c4-f9b18d33cbd4,Aditya,Sihombing,1996-10-03,"Jalan KH Amin Jasuta No. 8
Kota Administrasi Jakarta Timur, BE 07388",+62-017-381-0671,San Marino,PD Habibi Hardiansyah (Persero) Tbk,Product Manager,1617633933.0,1996,07388,Kota Administrasi Jakarta Timur,https://github.com/adityasihombing,+62-017-381-0671,AS-San Marino-PHH(T,adityasihombing@phh(t.com,2021-04-05 14:45:33
d9380df9-5ade-4d6c-b8d5-742b44827af6,Nova,Prastuti,2002-10-21,"Jalan Erlangga No. 5
Padangpanjang, Jambi 69738",+62 (0619) 421 7179,Rumania,Universitas Lambung Mangkurat,Backend Engineer,1617633937.0,2002,69738,Padangpanjang,https://github.com/novaprastuti,+62 (0619) 421 7179,NP-Rumania-ULM,novaprastuti@ulm.ac.rum,2021-04-05 14:45:37
3c5e4dec-da98-46a6-9d37-9967cca0307a,Tri,Kusumo,1999-01-01,"Jalan Moch. Ramdan No. 585
Kotamobagu, Nusa Tenggara Barat 08084",(0668) 210-4142,Namibia,Universitas Islam Indonesia,Quality Assurance Engineer,1617634029.0,1999,08084,Kotamobagu,https://github.com/trikusumo,(0668) 210-4142,TK-Namibia-UII,trikusumo@uii.ac.nam,2021-04-05 14:47:09
af6a73f2-78b3-437a-bff0-c440e470dae0,Sari,Anggraini,1990-12-11,"Jl. Gedebage Selatan No. 62
Tebingtinggi, JK 13363",+62 (0398) 906-9122,Belarus,Universitas Advent Indonesia,Product Manager,1617634026.0,1990,13363,Tebingtinggi,https://github.com/sarianggraini,+62 (0398) 906-9122,SA-Belarus-UAI,sarianggraini@uai.ac.bel,2021-04-05 14:47:06
231588bc-63ec-43ea-a001-ff7502329fa1,Jinawi,Marpaung,2000-03-18,"Jl. Jakarta No. 0
Purwokerto, KI 98813",+62 (55) 763 1668,Tajikistan,CV Pratiwi,Flutter Engineer,1617634047.0,2000,98813,Purwokerto,https://github.com/jinawimarpaung,+62 (55) 763 1668,JM-Tajikistan-CP,jinawimarpaung@cp.com,2021-04-05 14:47:27
388ea007-6872-408e-a12e-b61015d9655f,Wani,Suartini,2001-09-04,"Gg. Bangka Raya No. 3
Bekasi, Kalimantan Timur 48373",+62 (875) 230-6172,Bangladesh,PD Hidayat,Data Engineer,1617634011.0,2001,48373,Bekasi,https://github.com/wanisuartini,+62 (875) 230-6172,WS-Bangladesh-PH,wanisuartini@ph.com,2021-04-05 14:46:51
d8f72641-bf1b-46c1-b639-aea5164c0bc9,Jatmiko,Pradipta,1998-04-12,"Gang Kutai No. 08
Kupang, BB 31214",+62 (0536) 237-7409,Ukraina,PT Uwais Melani (Persero) Tbk,Data Analyst,1617633995.0,1998,31214,Kupang,https://github.com/jatmikopradipta,+62 (0536) 237-7409,JP-Ukraina-PUM(T,jatmikopradipta@pum(t.com,2021-04-05 14:46:35
e23a3455-4296-4a92-b07b-7ad210c1fb0b,Raina,Puspita,2002-09-16,"Jl. Pasirkoja No. 21
Tual, JK 93932",+62 (62) 749 3982,Serbia,Perum Waluyo Narpati Tbk,Business Intelligence Engineer,1617633941.0,2002,93932,Tual,https://github.com/rainapuspita,+62 (62) 749 3982,RP-Serbia-PWNT,rainapuspita@pwnt.com,2021-04-05 14:45:41
60aaa4c0-af67-48d0-a2b5-bd3dd414930a,Hendra,Jailani,1994-09-17,"Jl. Gedebage Selatan No. 47
Yogyakarta, YO 68742",+62-300-587-7143,Bhutan,Perum Haryanto,Business Intelligence Engineer,1617633953.0,1994,68742,Yogyakarta,https://github.com/hendrajailani,+62-300-587-7143,HJ-Bhutan-PH,hendrajailani@ph.com,2021-04-05 14:45:53
b2bb7f16-bb71-44a1-8741-b12ef0291c85,Vera,Lailasari,2002-05-03,"Gg. Sentot Alibasa No. 099
Kota Administrasi Jakarta Barat, YO 58523",+62-245-846-4140,Tonga,Politeknik Negeri Lhokseumawe,DevOps Engineer,1617633953.0,2002,58523,Kota Administrasi Jakarta Barat,https://github.com/veralailasari,+62-245-846-4140,VL-Tonga-PNL,veralailasari@pnl.com,2021-04-05 14:45:53
d03ea45a-5242-4701-8a9c-dd5393d44e50,Wisnu,Pranowo,1999-03-26,"Jalan Antapani Lama No. 318
Salatiga, Sulawesi Selatan 02281",(002) 465 2711,Mongolia,Universitas Muhammadiyah Magelang,DevOps Engineer,1617633979.0,1999,02281,Salatiga,https://github.com/wisnupranowo,(002) 465 2711,WP-Mongolia-UMM,wisnupranowo@umm.ac.mon,2021-04-05 14:46:19
